,ntacode,ntaname,count
24014,002618062,002618,0
24015,005657038,005657,0
24016,004111044,004111,0
24017,001304029,001304,0
24018,002616073,002616,0
24019,002616075,002616,0
24020,002616076,002616,0
24021,002616077,002616,0
24022,002616078,002616,0
24023,002616079,002616,0
24024,002618014,002618,0
24025,002618015,002618,0
24026,002618016,002618,0
24027,002618017,002618,0
24028,002597085,002597,3
24029,002202065,002202,0
24030,008523013,008523,0
24031,008529003,008529,12
24032,002447024,002447,0
24033,002441077,002441,0
24034,004586096,004586,0
24035,004528057,004528,0
24036,004586065,004586,0
24037,008506089,008506,0
24038,008506090,008506,0
24039,008214002,008214,0
24040,004101034,004101,0
24041,001323068,001323,0
24042,002420005,002420,0
24043,005403019,005403,0
24044,002611040,002611,0
24045,002611042,002611,0
24046,002611043,002611,0
24047,002414099,002414,0
24048,005628018,005628,0
24049,002612078,002612,0
24050,002612052,002612,0
24051,002612054,002612,0
24052,002612081,002612,0
24053,002612082,002612,0
24054,002612083,002612,0
24055,002612084,002612,0
24056,002612085,002612,0
24057,002612088,002612,0
24058,006218001,006218,0
24059,002412038,002412,0
24060,004524086,004524,0
24061,002599029,002599,0
24062,002619049,002619,0
24063,002619083,002619,0
24064,002412041,002412,0
24065,004524090,004524,0
24066,002601001,002601,0
24067,002413006,002413,0
24068,002601003,002601,0
24069,004524095,004524,0
24070,002604012,002604,0
24071,002604011,002604,0
24072,002604013,002604,0
24073,006302001,006302,0
24074,004568048,004568,6
24075,002523065,002523,0
24076,002614035,002614,0
24077,006217013,006217,0
24078,002614040,002614,0
24079,005621075,005621,0
24080,007307014,007307,0
24081,001417070,001417,0
24082,002616016,002616,0
24083,004549010,004549,0
24084,004519023,004519,0
24085,004519030,004519,0
24086,002441086,002441,0
24087,002441088,002441,0
24088,002553071,002553,0
24089,001323034,001323,0
24090,002441097,002441,0
24091,004512020,004512,0
24092,001323054,001323,0
24093,004512025,004512,0
24094,004512030,004512,0
24095,004512057,004512,0
24096,209106001,209106,0
24097,004502013,004502,0
24098,002599001,002599,0
24099,002599006,002599,0
24100,002599007,002599,0
24101,002607043,002607,0
24102,002610017,002610,0
24103,002576060,002576,0
24104,002613031,002613,0
24105,002610018,002610,0
24106,002610019,002610,0
24107,002610020,002610,0
24108,002610022,002610,0
24109,002615005,002615,0
24110,002611051,002611,0
24111,004557044,004557,0
24112,002615012,002615,0
24113,002615021,002615,0
24114,002615032,002615,0
24115,002615062,002615,0
24116,004557046,004557,0
24117,004576077,004576,0
24118,002606024,002606,0
24119,002606026,002606,0
24120,004543084,004543,0
24121,007205030,007205,0
24122,002599017,002599,0
24123,002599018,002599,0
24124,002607060,002607,0
24125,002616018,002616,0
24126,002621048,002621,0
24127,001417071,001417,0
24128,001417074,001417,0
24129,001417076,001417,0
24130,002621049,002621,0
24131,002621051,002621,0
24132,002621054,002621,0
24133,002616083,002616,0
24134,001109002,001109,0
24135,001110011,001110,0
24136,004528019,004528,1
24137,005628004,005628,0
24138,006301013,006301,0
24139,006301005,006301,0
24140,002599021,002599,1
24141,003208030,003208,0
24142,003208021,003208,0
24143,006403085,006403,0
24144,001426064,001426,0
24145,002556032,002556,0
24146,004533009,004533,0
24147,004533005,004533,0
24148,004576035,004576,0
24149,002616019,002616,0
24150,004502067,004502,5
24151,002616025,002616,0
24152,002616028,002616,0
24153,002616088,002616,0
24154,002616086,002616,0
24155,002616087,002616,0
24156,002607083,002607,0
24157,002601007,002601,0
24158,002601008,002601,0
24159,002601009,002601,0
24160,002601010,002601,0
24161,002601011,002601,0
24162,006307001,006307,1
24163,002528013,002528,0
24164,002611012,002611,0
24165,008504006,008504,0
24166,004402068,004402,0
24167,002607028,002607,0
24168,005627008,005627,0
24169,002607035,002607,0
24170,004528021,004528,0
24171,004528023,004528,0
24172,004528025,004528,0
24173,004524008,004524,0
24174,002416029,002416,4
24175,005663012,005663,1
24176,005502006,005502,0
24177,004404031,004404,0
24178,004404038,004404,0
24179,008508029,008508,1
24180,004404042,004404,0
24181,004611072,004611,1
24182,004404043,004404,0
24183,004405002,004405,0
24184,004512011,004512,0
24185,004512014,004512,1
24186,002616091,002616,0
24187,002616093,002616,0
24188,008112011,008112,0
24189,008112017,008112,1
24190,002417003,002417,1
24191,002616094,002616,0
24192,002616097,002616,0
24193,002617005,002617,0
24194,002607041,002607,0
24195,006502059,006502,0
24196,002564045,002564,0
24197,002607044,002607,0
24198,002607047,002607,0
24199,002604007,002604,0
24200,004502037,004502,0
24201,004502038,004502,0
24202,005606021,005606,0
24203,002589021,002589,0
24204,002612027,002612,0
24205,002612028,002612,0
24206,002617030,002617,0
24207,006532023,006532,0
24208,006532015,006532,0
24209,004503082,004503,0
24210,002613062,002613,0
24211,002618070,002618,0
24212,002599040,002599,0
24213,002599037,002599,0
24214,002599041,002599,1
24215,001417077,001417,0
24216,002601030,002601,0
24217,002601032,002601,0
24218,002601035,002601,0
24219,001417078,001417,0
24220,004622006,004622,1
24221,001417083,001417,1
24222,006519090,006519,0
24223,005508002,005508,0
24224,004596074,004596,0
24225,002601047,002601,0
24226,004533010,004533,0
24227,006510005,006510,0
24228,004533012,004533,0
24229,009118063,009118,1
24230,009118066,009118,3
24231,002534052,002534,0
24232,002534057,002534,0
24233,009118067,009118,2
24234,002534054,002534,0
24235,002417028,002417,0
24236,002607052,002607,0
24237,002613077,002613,0
24238,002615011,002615,0
24239,006509012,006509,0
24240,004551041,004551,19
24241,006409031,006409,0
24242,006409084,006409,1
24243,002583059,002583,0
24244,002620014,002620,0
24245,002203054,002203,0
24246,002615008,002615,0
24247,002621032,002621,0
24248,002621036,002621,0
24249,002621040,002621,0
24250,004503093,004503,0
24251,002584028,002584,0
24252,006401023,006401,0
24253,006409032,006409,1
24254,005501013,005501,0
24255,002584023,002584,0
24256,002584035,002584,0
24257,002540066,002540,0
24258,002615061,002615,0
24259,002102070,002102,0
24260,002605028,002605,0
24261,002605032,002605,0
24262,004551015,004551,0
24263,002613060,002613,0
24264,004551020,004551,0
24265,004551021,004551,0
24266,004538038,004538,0
24267,002437068,002437,0
24268,002416032,002416,0
24269,002420009,002420,0
24270,005668008,005668,0
24271,004102005,004102,0
24272,008413022,008413,0
24273,008413028,008413,2
24274,008413029,008413,3
24275,004102017,004102,1
24276,004107010,004107,0
24277,004583054,004583,0
24278,006528012,006528,0
24279,002621044,002621,0
24280,002613076,002613,0
24281,002613078,002613,0
24282,006509016,006509,0
24283,002613081,002613,0
24284,006509019,006509,0
24285,004404027,004404,0
24286,002437060,002437,0
24287,002613086,002613,0
24288,002613089,002613,0
24289,002619028,002619,0
24290,002619029,002619,0
24291,002619030,002619,0
24292,002437061,002437,0
24293,004105032,004105,0
24294,005647016,005647,0
24295,002510058,002510,0
24296,002616050,002616,0
24297,002616051,002616,0
24298,002616053,002616,0
24299,002616059,002616,0
24300,008513036,008513,1
24301,007101027,007101,2
24302,002617053,002617,0
24303,001418053,001418,1
24304,001418054,001418,0
24305,002618022,002618,0
24306,002618019,002618,0
24307,009125009,009125,17
24308,002442046,002442,0
24309,004524009,004524,0
24310,004531002,004531,3
24311,004531003,004531,0
24312,005680072,005680,0
24313,006302015,006302,0
24314,004111048,004111,0
24315,002408007,002408,0
24316,002549030,002549,0
24317,001402035,001402,0
24318,004405003,004405,0
24319,001316007,001316,0
24320,001421034,001421,0
24321,009130094,009130,1
24322,001415039,001415,0
24323,001426028,001426,0
24324,001426014,001426,0
24325,001426021,001426,0
24326,001426033,001426,0
24327,004595088,004595,1
24328,006212024,006212,0
24329,004551071,004551,1
24330,002619031,002619,0
24331,002417016,002417,0
24332,002417017,002417,0
24333,002417020,002417,0
24334,006212001,006212,2
24335,002619034,002619,0
24336,002599049,002599,0
24337,002599050,002599,0
24338,002620021,002620,0
24339,004503094,004503,0
24340,008308006,008308,1
24341,008307019,008307,6
24342,006410018,006410,0
24343,006532018,006532,0
24344,002597032,002597,0
24345,002597034,002597,0
24346,002594005,002594,0
24347,002594006,002594,0
24348,002594007,002594,0
24349,001418055,001418,0
24350,004601068,004601,0
24351,006506042,006506,0
24352,006506050,006506,2
24353,002616064,002616,0
24354,002622022,002622,0
24355,002552010,002552,0
24356,002568004,002568,0
24357,004101043,004101,0
24358,004552094,004552,0
24359,002429060,002429,0
24360,002429076,002429,0
24361,002446001,002446,0
24362,003202031,003202,0
24363,004531019,004531,2
24364,004531022,004531,1
24365,001325054,001325,0
24366,002437066,002437,0
24367,002437067,002437,0
24368,004533023,004533,0
24369,009235056,009235,0
24370,004107061,004107,0
24371,007205005,007205,1
24372,007205020,007205,1
24373,001426034,001426,0
24374,001426038,001426,0
24375,001426042,001426,0
24376,001306036,001306,0
24377,009118050,009118,1
24378,004506018,004506,0
24379,004553075,004553,0
24380,001323044,001323,0
24381,004518010,004518,0
24382,002604001,002604,0
24383,002605036,002605,0
24384,002605044,002605,0
24385,002605048,002605,0
24386,002605050,002605,0
24387,002605051,002605,0
24388,002605052,002605,0
24389,002605053,002605,0
24390,006506025,006506,3
24391,005403043,005403,0
24392,002622024,002622,0
24393,002622025,002622,0
24394,002622027,002622,0
24395,002622030,002622,0
24396,002622032,002622,0
24397,004524050,004524,0
24398,002597035,002597,0
24399,002597040,002597,0
24400,002417008,002417,0
24401,002417015,002417,0
24402,002607005,002607,0
24403,002607006,002607,0
24404,002607007,002607,0
24405,002607008,002607,0
24406,002606027,002606,0
24407,002572015,002572,0
24408,005503046,005503,0
24409,004550032,004550,0
24410,004598003,004598,0
24411,009106021,009106,17
24412,003215041,003215,0
24413,006404042,006404,0
24414,001405049,001405,0
24415,002543023,002543,0
24416,009102020,009102,2
24417,009205037,009205,1
24418,009102033,009102,3
24419,009102072,009102,0
24420,004579069,004579,0
24421,004107028,004107,0
24422,004565012,004565,0
24423,002446045,002446,0
24424,006502073,006502,1
24425,005304047,005304,1
24426,002605055,002605,0
24427,002605056,002605,0
24428,002612096,002612,0
24429,002612089,002612,0
24430,002614006,002614,0
24431,002614010,002614,0
24432,002614011,002614,0
24433,002618058,002618,0
24434,002599052,002599,0
24435,005616009,005616,0
24436,005504027,005504,0
24437,002573002,002573,0
24438,002573003,002573,0
24439,002573004,002573,0
24440,002579013,002579,0
24441,004633045,004633,0
24442,002446027,002446,0
24443,002446028,002446,0
24444,002601015,002601,0
24445,002601018,002601,0
24446,002601019,002601,0
24447,002601021,002601,0
24448,002601022,002601,0
24449,002601023,002601,0
24450,002605005,002605,0
24451,008402003,008402,8
24452,002437011,002437,0
24453,001109015,001109,0
24454,004208031,004208,0
24455,005680063,005680,0
24456,005680061,005680,0
24457,005611051,005611,0
24458,009111060,009111,2
24459,009118009,009118,1
24460,002446012,002446,0
24461,002446014,002446,0
24462,002446015,002446,0
24463,004107055,004107,0
24464,004107056,004107,0
24465,002527056,002527,0
24466,001417096,001417,0
24467,002417021,002417,0
24468,002417026,002417,0
24469,004570001,004570,0
24470,002417022,002417,0
24471,006502017,006502,1
24472,002417023,002417,0
24473,002417027,002417,0
24474,002441082,002441,0
24475,002566009,002566,0
24476,004612002,004612,0
24477,004612007,004612,0
24478,002102010,002102,1
24479,004557058,004557,0
24480,002610028,002610,0
24481,002604003,002604,0
24482,002604004,002604,0
24483,001110016,001110,0
24484,001110017,001110,0
24485,002612005,002612,0
24486,002612090,002612,0
24487,005401006,005401,0
24488,006411009,006411,0
24489,002605008,002605,0
24490,005627030,005627,0
24491,005627048,005627,0
24492,005628093,005628,0
24493,002605011,002605,0
24494,001335023,001335,0
24495,002201023,002201,0
24496,002605017,002605,0
24497,002559077,002559,0
24498,002607013,002607,0
24499,002428091,002428,0
24500,002446016,002446,0
24501,002446017,002446,0
24502,007208018,007208,0
24503,009101004,009101,1
24504,009118021,009118,7
24505,009118022,009118,2
24506,002527052,002527,0
24507,002559082,002559,0
24508,005509001,005509,0
24509,005509022,005509,0
24510,001402021,001402,0
24511,001402029,001402,0
24512,002502009,002502,0
24513,002502033,002502,0
24514,009118061,009118,0
24515,004309043,004309,0
24516,008203010,008203,1
24517,002594062,002594,0
24518,004565007,004565,0
24519,002564039,002564,0
24520,003202028,003202,0
24521,002536019,002536,0
24522,002101006,002101,0
24523,006301008,006301,1
24524,006301012,006301,1
24525,001319093,001319,0
24526,002612091,002612,0
24527,002612097,002612,0
24528,002612098,002612,0
24529,001423015,001423,0
24530,001423020,001423,0
24531,002613022,002613,0
24532,002617009,002617,0
24533,002617006,002617,0
24534,002599012,002599,0
24535,001423046,001423,0
24536,008413016,008413,12
24537,201302034,201302,0
24538,002205054,002205,0
24539,002607014,002607,0
24540,004551006,004551,0
24541,008404004,008404,10
24542,002613045,002613,0
24543,002613046,002613,0
24544,002613048,002613,0
24545,002613052,002613,0
24546,004633073,004633,0
24547,004538010,004538,1
24548,004551004,004551,0
24549,006523039,006523,0
24550,004551013,004551,0
24551,002579020,002579,0
24552,004551014,004551,0
24553,002579022,002579,0
24554,004528005,004528,0
24555,004544082,004544,0
24556,004544083,004544,0
24557,004596001,004596,0
24558,008307037,008307,6
24559,002510017,002510,0
24560,004524058,004524,0
24561,004101017,004101,0
24562,006403012,006403,0
24563,006510010,006510,0
24564,002437073,002437,0
24565,002437079,002437,0
24566,002437080,002437,0
24567,002427022,002427,0
24568,004531004,004531,3
24569,004531005,004531,1
24570,002608008,002608,0
24571,002608010,002608,0
24572,002608011,002608,0
24573,002608013,002608,0
24574,002444043,002444,0
24575,004528027,004528,0
24576,002608016,002608,0
24577,007307005,007307,0
24578,002308001,002308,1
24579,002308007,002308,0
24580,009255067,009255,1
24581,007307007,007307,0
24582,003203008,003203,0
24583,002599011,002599,0
24584,002599013,002599,0
24585,002599014,002599,0
24586,002610031,002610,1
24587,002610032,002610,0
24588,002611003,002611,0
24589,006402012,006402,0
24590,002618028,002618,0
24591,002601012,002601,0
24592,002521026,002521,0
24593,004528007,004528,0
24594,006523059,006523,0
24595,004551028,004551,0
24596,004528013,004528,0
24597,004538069,004538,0
24598,004551029,004551,0
24599,002107072,002107,0
24600,002202059,002202,0
24601,002311001,002311,1
24602,002612049,002612,0
24603,002612050,002612,0
24604,006510007,006510,1
24605,006510008,006510,0
24606,006510009,006510,1
24607,001330015,001330,0
24608,006510011,006510,0
24609,008506083,008506,0
24610,002527054,002527,0
24611,002441065,002441,0
24612,002412044,002412,1
24613,008506084,008506,0
24614,006504059,006504,0
24615,002413005,002413,0
24616,005620007,005620,1
24617,004528028,004528,0
24618,004528051,004528,0
24619,002608018,002608,0
24620,002608019,002608,0
24621,002608020,002608,0
24622,002573083,002573,0
24623,002202066,002202,0
24624,002520034,002520,0
24625,002573084,002573,0
24626,008303003,008303,4
24627,008303004,008303,9
24628,002573085,002573,0
24629,008303018,008303,1
24630,002202067,002202,0
24631,002618002,002618,0
24632,002616032,002616,0
24633,002616033,002616,0
24634,002616036,002616,0
24635,002616039,002616,0
24636,002616044,002616,0
24637,002617007,002617,0
24638,002617008,002617,0
24639,002617012,002617,0
24640,002617021,002617,0
24641,004509061,004509,0
24642,001418071,001418,0
24643,002424029,002424,0
24644,009109030,009109,0
24645,002424040,002424,0
24646,002424044,002424,0
24647,004549003,004549,0
24648,006506052,006506,1
24649,009251064,009251,0
24650,001209011,001209,0
24651,006506057,006506,0
24652,006506063,006506,2
24653,001353014,001353,0
24654,001423048,001423,0
24655,001423049,001423,0
24656,002431089,002431,0
24657,002436036,002436,0
24658,005620065,005620,1
24659,005620066,005620,1
24660,006506027,006506,0
24661,008543025,008543,0
24662,004554016,004554,0
24663,004554005,004554,0
24664,008535024,008535,0
24665,004554009,004554,0
24666,008535025,008535,0
24667,004633074,004633,0
24668,002424045,002424,0
24669,002543054,002543,0
24670,006104012,006104,0
24671,001310043,001310,0
24672,006423007,006423,3
24673,005307012,005307,0
24674,009220018,009220,0
24675,004503020,004503,0
24676,002532003,002532,0
24677,002446030,002446,0
24678,008204018,008204,3
24679,002446020,002446,0
24680,001209004,001209,0
24681,002446041,002446,0
24682,001209005,001209,0
24683,001209009,001209,0
24684,006410003,006410,2
24685,001347041,001347,0
24686,002534047,002534,0
24687,004106024,004106,0
24688,004106028,004106,0
24689,006505024,006505,0
24690,001423050,001423,0
24691,004525020,004525,0
24692,002436071,002436,0
24693,002436072,002436,0
24694,002503005,002503,0
24695,002401017,002401,0
24696,001435076,001435,0
24697,002402081,002402,0
24698,002442061,002442,0
24699,002538065,002538,0
24700,008535043,008535,0
24701,004529025,004529,0
24702,004529026,004529,0
24703,004510020,004510,0
24704,004510021,004510,0
24705,004596034,004596,0
24706,004529028,004529,0
24707,004529029,004529,0
24708,009201026,009201,1
24709,002460004,002460,0
24710,002460002,002460,0
24711,002460003,002460,0
24712,002460036,002460,0
24713,002402087,002402,0
24714,002402089,002402,0
24715,002412001,002412,0
24716,003203031,003203,0
24717,007103011,007103,0
24718,008208012,008208,2
24719,006414016,006414,0
24720,002534049,002534,0
24721,009126034,009126,0
24722,009126049,009126,0
24723,001303020,001303,0
24724,008519086,008519,0
24725,001303040,001303,0
24726,007301009,007301,0
24727,002435066,002435,0
24728,001347015,001347,0
24729,002611030,002611,0
24730,001412002,001412,0
24731,001412049,001412,0
24732,208125072,208125,0
24733,001423084,001423,0
24734,008416033,008416,1
24735,008416034,008416,2
24736,008416035,008416,5
24737,009101010,009101,0
24738,009122020,009122,2
24739,004551069,004551,0
24740,004551070,004551,0
24741,004302005,004302,0
24742,004302006,004302,0
24743,008310008,008310,2
24744,006215054,006215,0
24745,004611081,004611,0
24746,004583008,004583,0
24747,004583013,004583,0
24748,006414050,006414,0
24749,002412036,002412,0
24750,006414090,006414,0
24751,004625052,004625,0
24752,003212010,003212,0
24753,009104013,009104,5
24754,002566089,002566,0
24755,002566091,002566,0
24756,002566092,002566,0
24757,002566098,002566,0
24758,004526030,004526,0
24759,002460043,002460,1
24760,002460049,002460,0
24761,002538085,002538,0
24762,002413017,002413,0
24763,001412067,001412,0
24764,002437072,002437,0
24765,009118032,009118,1
24766,009118034,009118,7
24767,009118035,009118,1
24768,009118036,009118,2
24769,006505002,006505,2
24770,005623007,005623,1
24771,006510027,006510,0
24772,001345008,001345,0
24773,002505001,002505,0
24774,002631020,002631,0
24775,002505009,002505,0
24776,006401067,006401,0
24777,001415035,001415,0
24778,001415036,001415,0
24779,006531098,006531,1
24780,004582074,004582,1
24781,004529036,004529,0
24782,002610015,002610,0
24783,002594003,002594,0
24784,002594073,002594,0
24785,008206018,008206,0
24786,009259076,009259,0
24787,004589089,004589,0
24788,007308009,007308,0
24789,004202004,004202,0
24790,002594075,002594,0
24791,002619007,002619,0
24792,007104029,007104,3
24793,004520026,004520,0
24794,004520023,004520,0
24795,004520054,004520,0
24796,009257037,009257,0
24797,002460050,002460,0
24798,002460061,002460,0
24799,004533030,004533,0
24800,001418011,001418,0
24801,004533068,004533,0
24802,004533036,004533,0
24803,002460054,002460,0
24804,006404040,006404,0
24805,004551046,004551,1
24806,001402086,001402,0
24807,001403043,001403,0
24808,001403045,001403,0
24809,004551036,004551,0
24810,004551037,004551,0
24811,001357094,001357,0
24812,003106020,003106,1
24813,003208059,003208,0
24814,001315037,001315,0
24815,007203011,007203,1
24816,001419020,001419,0
24817,005610048,005610,0
24818,008416036,008416,6
24819,008416037,008416,7
24820,008416038,008416,4
24821,008416039,008416,3
24822,008416040,008416,0
24823,008416041,008416,1
24824,004525097,004525,0
24825,004593066,004593,0
24826,004593068,004593,0
24827,004593075,004593,0
24828,004593076,004593,1
24829,004593077,004593,0
24830,001114004,001114,1
24831,001109019,001109,0
24832,009101011,009101,0
24833,001305075,001305,0
24834,009216001,009216,0
24835,006107015,006107,0
24836,004583063,004583,0
24837,006420042,006420,1
24838,002460055,002460,0
24839,002460062,002460,0
24840,001418024,001418,0
24841,001418025,001418,0
24842,004612061,004612,0
24843,002424003,002424,0
24844,004551054,004551,1
24845,004551055,004551,0
24846,002509046,002509,0
24847,002566045,002566,0
24848,002566042,002566,0
24849,002566043,002566,0
24850,006510004,006510,0
24851,001346010,001346,0
24852,004513052,004513,0
24853,004101051,004101,0
24854,009267092,009267,0
24855,009267093,009267,0
24856,009267094,009267,0
24857,004587095,004587,0
24858,005307066,005307,0
24859,002441036,002441,0
24860,002505005,002505,0
24861,006506018,006506,0
24862,002505008,002505,0
24863,002505010,002505,0
24864,002505011,002505,0
24865,006510002,006510,0
24866,001411039,001411,0
24867,001411042,001411,0
24868,001412042,001412,0
24869,001412060,001412,0
24870,004510002,004510,0
24871,002627064,002627,0
24872,005625052,005625,0
24873,004107003,004107,0
24874,004107007,004107,1
24875,002431087,002431,0
24876,004523025,004523,0
24877,001102004,001102,0
24878,004587008,004587,0
24879,004587092,004587,0
24880,002436037,002436,0
24881,004626009,004626,0
24882,009220010,009220,0
24883,004579002,004579,0
24884,004633086,004633,0
24885,004633088,004633,0
24886,009242041,009242,0
24887,009129087,009129,0
24888,004633092,004633,0
24889,004633093,004633,1
24890,002437039,002437,0
24891,002437037,002437,0
24892,002437038,002437,0
24893,002437031,002437,0
24894,002437034,002437,0
24895,006510040,006510,0
24896,002441053,002441,0
24897,002441063,002441,0
24898,001315034,001315,0
24899,009118048,009118,3
24900,009118049,009118,0
24901,009118037,009118,1
24902,009118041,009118,0
24903,009118043,009118,4
24904,009118044,009118,1
24905,009118045,009118,0
24906,002513068,002513,0
24907,004557007,004557,0
24908,004551042,004551,1
24909,002431098,002431,0
24910,008415044,008415,5
24911,009109031,009109,1
24912,009109032,009109,1
24913,009109033,009109,3
24914,009109034,009109,0
24915,002613047,002613,0
24916,008411012,008411,1
24917,004510004,004510,0
24918,009110041,009110,8
24919,004510022,004510,2
24920,008412002,008412,2
24921,004510023,004510,0
24922,002437019,002437,0
24923,002460094,002460,0
24924,002461002,002461,0
24925,009257034,009257,0
24926,002461018,002461,0
24927,009134032,009134,1
24928,009135016,009135,0
24929,009257035,009257,0
24930,009118046,009118,4
24931,002543001,002543,0
24932,001427001,001427,1
24933,004309026,004309,0
24934,002613054,002613,0
24935,002613058,002613,0
24936,002613075,002613,0
24937,002613079,002613,0
24938,002613044,002613,0
24939,004593087,004593,0
24940,002407014,002407,0
24941,008414048,008414,4
24942,009101013,009101,0
24943,002573087,002573,0
24944,002573093,002573,0
24945,009222062,009222,2
24946,008412064,008412,0
24947,004591016,004591,0
24948,002437018,002437,0
24949,002437020,002437,0
24950,002437022,002437,0
24951,002437023,002437,0
24952,002437024,002437,0
24953,009237040,009237,1
24954,004609059,004609,0
24955,002423063,002423,0
24956,002627071,002627,0
24957,009135002,009135,11
24958,002461045,002461,0
24959,002461056,002461,0
24960,005657097,005657,0
24961,002424007,002424,1
24962,002424008,002424,0
24963,002424010,002424,0
24964,009203018,009203,0
24965,001408045,001408,0
24966,001420034,001420,0
24967,002589009,002589,1
24968,001332014,001332,0
24969,001336015,001336,0
24970,007204003,007204,0
24971,002550004,002550,0
24972,002550006,002550,0
24973,001415012,001415,0
24974,001415033,001415,0
24975,004622041,004622,0
24976,002615065,002615,0
24977,004622060,004622,0
24978,004592005,004592,0
24979,009109036,009109,5
24980,009109053,009109,0
24981,009109054,009109,1
24982,009109055,009109,0
24983,009109056,009109,0
24984,009109057,009109,1
24985,009109058,009109,0
24986,004529031,004529,0
24987,004609072,004609,0
24988,004609075,004609,0
24989,004609080,004609,0
24990,004609083,004609,0
24991,004609087,004609,0
24992,005670042,005670,0
24993,009128007,009128,17
24994,005624012,005624,0
24995,006414032,006414,0
24996,004202027,004202,2
24997,004202037,004202,0
24998,002566044,002566,0
24999,004405057,004405,0
25000,002566049,002566,0
25001,002566057,002566,0
25002,002566060,002566,0
25003,002566063,002566,0
25004,001408057,001408,0
25005,001408058,001408,0
25006,008314014,008314,3
25007,002308012,002308,0
25008,005204014,005204,0
25009,003208032,003208,0
25010,003208046,003208,0
25011,004107063,004107,2
25012,008307003,008307,17
25013,006403021,006403,0
25014,006403091,006403,0
25015,008413011,008413,1
25016,008413012,008413,0
25017,002509031,002509,0
25018,002509033,002509,0
25019,002509034,002509,0
25020,009109059,009109,2
25021,009109060,009109,0
25022,009109061,009109,0
25023,005507034,005507,0
25024,005507037,005507,0
25025,008416043,008416,6
25026,008416045,008416,3
25027,008411007,008411,4
25028,008416047,008416,0
25029,008413015,008413,1
25030,006502077,006502,0
25031,002423057,002423,0
25032,008212008,008212,0
25033,001205018,001205,0
25034,003204004,003204,1
25035,009235016,009235,0
25036,001423042,001423,0
25037,002449068,002449,0
25038,005403026,005403,0
25039,007405007,007405,0
25040,006407015,006407,2
25041,001327009,001327,0
25042,002578012,002578,0
25043,002578018,002578,0
25044,002578049,002578,0
25045,006104027,006104,0
25046,006104034,006104,0
25047,002568026,002568,0
25048,009215024,009215,2
25049,009215025,009215,2
25050,005625008,005625,1
25051,002568003,002568,0
25052,004510001,004510,0
25053,001426046,001426,2
25054,002413013,002413,0
25055,002413014,002413,0
25056,002420001,002420,0
25057,002420002,002420,0
25058,003206002,003206,0
25059,009267096,009267,0
25060,001403046,001403,0
25061,001403048,001403,1
25062,001403049,001403,0
25063,009267095,009267,0
25064,007209003,007209,0
25065,009135007,009135,0
25066,007104040,007104,0
25067,009227088,009227,0
25068,009135008,009135,0
25069,004506005,004506,0
25070,004506028,004506,0
25071,004209005,004209,0
25072,005502039,005502,0
25073,006107007,006107,0
25074,006107018,006107,0
25075,004547019,004547,1
25076,004619041,004619,0
25077,005610033,005610,1
25078,002576076,002576,0
25079,002576088,002576,0
25080,004529037,004529,0
25081,004529042,004529,0
25082,004529044,004529,0
25083,004529046,004529,0
25084,004619042,004619,0
25085,002569036,002569,0
25086,002568071,002568,0
25087,002568073,002568,0
25088,004528014,004528,0
25089,002437054,002437,0
25090,002437057,002437,0
25091,004531020,004531,4
25092,008204016,008204,0
25093,002437058,002437,0
25094,002579024,002579,0
25095,002566067,002566,0
25096,009267097,009267,0
25097,006510006,006510,0
25098,002307035,002307,1
25099,004513053,004513,0
25100,006301085,006301,0
25101,006301076,006301,3
25102,004506037,004506,0
25103,004633021,004633,0
25104,004592015,004592,0
25105,005636060,005636,0
25106,006510030,006510,0
25107,001318021,001318,0
25108,001318002,001318,0
25109,003103007,003103,0
25110,009267043,009267,0
25111,004619043,004619,0
25112,004619044,004619,0
25113,004619045,004619,0
25114,006510033,006510,0
25115,006510034,006510,0
25116,006510036,006510,0
25117,006510037,006510,0
25118,004633066,004633,0
25119,006407041,006407,0
25120,006407043,006407,0
25121,006407044,006407,0
25122,002437094,002437,0
25123,002579025,002579,0
25124,004404029,004404,0
25125,005666098,005666,0
25126,002417029,002417,0
25127,002417030,002417,0
25128,006402089,006402,0
25129,002417037,002417,0
25130,006301018,006301,0
25131,006301019,006301,0
25132,006101011,006101,0
25133,004528074,004528,0
25134,004539011,004539,0
25135,004401084,004401,0
25136,004408002,004408,1
25137,004408008,004408,0
25138,004408009,004408,0
25139,004408015,004408,0
25140,209104005,209104,0
25141,002526019,002526,0
25142,002571027,002571,0
25143,004557015,004557,0
25144,004557022,004557,0
25145,004557023,004557,0
25146,009203086,009203,0
25147,002429049,002429,0
25148,002430067,002430,0
25149,004510005,004510,0
25150,002461039,002461,0
25151,002568025,002568,0
25152,001406009,001406,0
25153,004510007,004510,0
25154,004510009,004510,0
25155,009106084,009106,0
25156,002437026,002437,0
25157,006502058,006502,1
25158,001204072,001204,0
25159,006106024,006106,0
25160,008512014,008512,9
25161,004533014,004533,0
25162,002554032,002554,0
25163,004533016,004533,0
25164,004533017,004533,0
25165,001402036,001402,0
25166,001402039,001402,0
25167,004596028,004596,0
25168,009130016,009130,0
25169,008308008,008308,9
25170,008208028,008208,0
25171,002605003,002605,0
25172,009109015,009109,3
25173,009109016,009109,1
25174,009109019,009109,1
25175,009109020,009109,1
25176,009109021,009109,0
25177,009109022,009109,1
25178,009109023,009109,1
